id,energy,key,mode,acousticness,instrumentalness,valence,cluster
2CspwnypzT7rcWI9RfsoSb,0.7235291752121285,0.9090909090909092,0.0,0.0043594875517699696,1.1855670103092785e-05,0.8542303771661569,8
2c7z5oRcPBbqRaBY2mLWcf,0.6260103751960429,0.36363636363636365,0.0,0.1899478599789298,0.02154639175257732,0.327217125382263,5
7221xIgOnuakPdLqT0F3nP,0.8542244742027586,0.6363636363636364,1.0,0.007605726276668303,0.0,0.745158002038736,2
4IadxL6BUymXlh8RCJJu7T,0.6179675875658502,0.9090909090909092,1.0,0.02964597867203067,0.0008340206185567012,0.9520897043832823,2
3Vr3zh0r7ALn8VLqCiRR10,0.5988659669441427,0.09090909090909091,0.0,0.2472344257124298,0.0,0.3384301732925586,5
3siwsiaEoU4Kuuc9WKMUy5,0.33546467205533437,0.6363636363636364,1.0,0.554772831229114,0.08391752577319589,0.4658511722731906,11
1cOboCuWYI2osTOfolMRS6,0.6491333896328467,0.5454545454545454,1.0,0.4984912929646228,1.4020618556701032e-05,0.48012232415902134,11
4NJqhmkGN042BrvHoMKUrJ,0.6692403587083283,0.0,1.0,0.4703505238323772,3.865979381443299e-06,0.7522935779816513,12
6aJn7Cst74cj4lNIiPRgav,0.9034865484376884,0.4545454545454546,0.0,0.5517577488220877,1.0618556701030928e-05,0.8032619775739042,8
4q5YezDOIPcoLr8R81x9qy,0.7496682350102545,0.0,1.0,0.12361604702435085,0.0,0.22426095820591233,0
6tNQ70jh4OwmPGpYy6R2o9,0.4681706679535126,0.9090909090909092,1.0,0.15175681615659647,0.0,0.22324159021406725,9
46kspZSY3aKmwQe7O77fCC,0.6441066473639763,0.4545454545454546,1.0,0.06180685768031137,3.1340206185567014e-05,0.3007135575942915,9
5uQ7de4EWjb3rkcFxyEOpu,0.666224313347006,0.18181818181818182,1.0,0.4934661556195789,0.0,0.6523955147808359,12
19RybK6XDbAVpcdxSbZL1o,0.9567700164877145,0.0,1.0,0.1256261019623684,0.017938144329896908,0.9806320081549439,10
17phhZDn6oGtzMe56NuWvj,0.601882012305465,0.8181818181818182,1.0,0.19999813466901753,1.9587628865979386e-05,0.24668705402650354,9
3mg9jYNC1NihbthlglzrWP,0.7104596453130654,0.09090909090909091,0.0,0.2221087389872105,0.0,0.7054026503567787,5
3qhlB30KknSejmIvZZLjOD,0.4510797442393533,0.18181818181818182,1.0,0.03527413249847979,0.0026701030927835053,0.9296636085626911,10
2OzhQlSqBEmt7hmkYxfT6m,0.38271604938271603,1.0,1.0,0.5045214577786754,1.5773195876288662e-05,0.28644240570846075,11
0Sr7ssScx54yxdM2ols7nW,0.679293843246069,0.5454545454545454,0.0,0.1035154976441754,0.0,0.39551478083588176,3
6WatFBLVB0x077xWeoVc2k,0.666224313347006,1.0,1.0,0.4482399195141842,0.0006123711340206186,0.8022426095820591,2
6AI3ezQ4o3HUoP6Dhudph3,0.4691760164072867,0.09090909090909091,1.0,0.010751462254665759,0.0,0.21814475025484198,0
2PnlsTsOTLE5jnBnNe2K0A,0.8713153979169179,0.6363636363636364,1.0,0.01567609685280874,0.0,0.8216106014271152,2
0io16MKpbeDIdYzmGpQaES,0.6431012989102022,0.09090909090909091,1.0,0.47738571611543856,4.257731958762887e-05,0.8032619775739042,12
2GxrNKugF82CnoRFbQfzPf,0.9457111834961996,1.0,1.0,0.0009403841022021278,0.010927835051546392,0.7614678899082569,2
7tI8dRuH2Yc6RuoTjxo4dU,0.7546949772791248,0.0,0.0,0.002902197721707251,0.0,0.8542303771661569,5
5iP6VWh8goBkJcXBMQSejA,0.7868661277998954,0.9090909090909092,0.0,0.03859072314620874,0.00010515463917525774,0.6095820591233435,8
4madkqL1bB8rweDVBG8FvR,0.6933687215989061,0.4545454545454546,0.0,0.25627967293350873,0.8536082474226805,0.20183486238532108,1
4PIdTFeeNnJ87nKOf1djuG,0.8019463546065065,0.18181818181818182,0.0,0.03386709404186752,0.0010237113402061856,0.36085626911314983,5
5BFJZcPnKwT1fVBQ1ewPZS,0.6481280411790726,0.18181818181818182,0.0,0.07637975598093857,0.522680412371134,0.3965341488277268,5
43FNnp0KnanReB8KCTl97p,0.6370692081875577,0.2727272727272727,0.0,0.175877475412807,0.6680412371134021,0.11926605504587155,1
11COdwDnYW7vFzYABuv407,0.8874009731773032,0.09090909090909091,0.0,0.016681124321817512,0.007680412371134021,0.728848114169215,5
2CpJixMi6A00UWxzLiHh1Q,0.7798286886234769,1.0,0.0,0.050651052774314004,0.0002443298969072165,0.3078491335372069,3
0WmXuaTTXkS5ePtRP24htZ,0.6581815257168134,0.09090909090909091,1.0,0.3819081065596052,0.2216494845360825,0.5494393476044852,12
3T7r7lcohSGa9XRe3OigY4,0.7697752040857361,0.0,0.0,0.07185713237039909,0.2721649484536083,0.5208970438328236,5
6nJQmHVXFRhMLUccveZNdi,0.9215828206056218,1.0,0.0,0.06994758017928243,0.1597938144329897,0.7329255861365952,8
3wo3d0I5H8KjkwGvnz8WbB,0.7516789319178027,0.36363636363636365,0.0,0.019093190247438566,1.329896907216495e-05,0.5535168195718655,5
0D3R3tViQUgPvuzcVX5Yku,0.8793581855471105,0.0,1.0,0.48542593586750876,0.5041237113402063,0.04057084607543323,0
4lXZKQGTUfEju6Ks8gJVwX,0.7627377649093174,0.5454545454545454,1.0,0.005274062548567953,0.028041237113402062,0.15596330275229356,9
5B8yexFn22KcFZKuf7zFAc,0.9135400329754292,0.7272727272727273,0.0,0.001666013934826461,0.0007711340206185567,0.2426095820591233,3
7mNXqJNUEPqiALzp1I9Yk1,0.5817750432299834,0.6363636363636364,1.0,0.2974857991628684,0.7979381443298971,0.48012232415902134,7
64fXwFNr6wKQLAjFTYDvbe,0.885390276269755,0.6363636363636364,0.0,0.029243967684427163,0.007958762886597939,0.1753312945973496,3
1qv8ljmszWgX9BERqsZB0y,0.7898821731612177,0.4545454545454546,1.0,0.17286239300578066,0.00531958762886598,0.09388379204892966,9
4ZYL4h2sQEWVBXoSuLcMEA,0.7376040535649655,0.8181818181818182,1.0,0.268340002561614,0.7711340206185567,0.28644240570846075,7
0rfsaQbCQQGu5mfytzH5z8,0.7758072948083805,0.7272727272727273,0.0,0.10653058005120172,0.07907216494845362,0.1437308868501529,3
14Qgz11mmNGbIQ57IZlAUF,0.9085132907065588,0.6363636363636364,0.0,0.001776566956417426,0.08164948453608249,0.5749235474006116,8
5j2ONNLDz5PwdXqtDU8QI0,0.8572405195640808,0.6363636363636364,1.0,0.004600694144332075,0.14123711340206188,0.06952089704383281,9
39glDGcpBhLVMSsQhvtqHR,0.7275505690272247,1.0,0.0,0.33567684298520173,0.011649484536082475,0.25076452599388377,3
6sF9xywJzoCAdDcHeqqAfE,0.7627377649093174,0.4545454545454546,0.0,0.04602792641687365,0.007876288659793815,0.9347604485219164,8
2Oocj7yGn2oAKhh3Bg6RD2,0.8089837937829252,0.4545454545454546,0.0,0.01537458861210611,0.9268041237113404,0.44138634046890923,1
5DBmzEKUjSlErSYTkiS8PZ,0.9245988659669441,0.6363636363636364,0.0,0.06361590712452717,0.016288659793814435,0.45769622833843016,3
4mD6xnWbbhIjVZe4E7oDkk,0.8119998391442472,0.9090909090909092,1.0,0.18391769516487716,0.0029690721649484543,0.33231396534148827,9
561pBFcFL2Pwb9HPO9tU8J,0.8773474886395624,0.9090909090909092,1.0,0.025424863302193828,0.0009628865979381445,0.8419979612640162,2
2XOoOrYb8ZptaoTxQdoqfk,0.6772831463385209,0.5454545454545454,0.0,0.020198720463348214,0.000765979381443299,0.35270132517838937,3
6CnR6eRYGYQc9bEtQeiiZR,0.8230586721357621,0.5454545454545454,0.0,0.09085215153466489,0.9577319587628867,0.3312945973496432,1
2yiNArujhNe6pDG2GSZ3HE,0.5928338762214983,0.36363636363636365,0.0,0.2814053596587281,1.814432989690722e-05,0.0564729867482161,5
4bczCp8ojdY0R4EpCaqkfQ,0.9316363051433626,0.0,0.0,0.08351545101090084,0.0007752577319587629,0.6309887869520897,5
0Ingh3RYKOuXaOCZG3fIf6,0.8964491092612699,0.6363636363636364,0.0,0.02823894021541839,0.015154639175257733,0.3873598369011213,3
37qIRuKZvSQTYqMAJoXFmm,0.7979249607914103,0.09090909090909091,0.0,0.048339489595593824,0.010000000000000002,0.0400611620795107,5
6sZYTNw51HHsYNEvVrJWPe,0.7587163710942212,1.0,0.0,0.07034959116688595,0.7804123711340207,0.16106014271151886,1
0RD27NcbftTkhb1NlxQMGR,0.7124703422206136,0.0,0.0,0.3336667880471842,1.0824742268041236e-06,0.38328236493374107,5
11KXhIzhMQvUZBqiwkEShR,0.7908875216149917,0.18181818181818182,0.0,0.07758578894374911,0.1556701030927835,0.25586136595310904,5
1PYUkeWwnAckQwOShEOyQy,0.7024168576828728,0.5454545454545454,0.0,5.626143771511105e-05,0.6608247422680413,0.3934760448521916,1
4OoPS9qN7qDv4tqaMb3ScP,0.898459806168818,0.6363636363636364,0.0,0.0436158604912526,0.04371134020618557,0.04699286442405708,3
1e0V7CMEcXaPAMtL4b5VtV,0.9457111834961996,1.0,1.0,5.766847617172334e-05,0.01041237113402062,0.19266055045871558,9
1w5HknXbhqJ1hlDKrIBooY,0.730566614388547,0.09090909090909091,1.0,0.19497299732397366,0.009020618556701034,0.4311926605504587,0
1WWAozjG8X7wI4MLX6tTCB,0.7959142638838621,0.0,1.0,0.009344423798053478,0.008391752577319589,0.8236493374108053,10
0xoYZ45fgTfyQYREZPN7Sa,0.7959142638838621,0.9090909090909092,0.0,0.5859286827683859,0.5103092783505155,0.03628950050968399,1
47MCbUMo5YM8hgLC3flMZ7,0.9296256082358145,0.09090909090909091,0.0,0.44924494698319295,0.2979381443298969,0.4260958205912334,5
5GCdBZ6QzW3lWbMJEwYx6k,0.7959142638838621,0.0,1.0,0.00832934605435462,0.0011134020618556702,0.5677879714576962,10
5PU3Pd7ml1GfvJt7IqksG6,0.6441066473639763,0.8181818181818182,0.0,0.007364519684106197,0.21855670103092786,0.3710499490316004,3
5xB5b4L2jOylbYhSf15PTq,0.5445771504403426,0.6363636363636364,0.0,0.3115561837289912,9.340206185567012e-05,0.4209989806320081,3
6lZ8eGS8xEWmHJRY1igdfS,0.5455824988941167,0.5454545454545454,0.0,0.748743132747807,0.036701030927835054,0.09673802242609582,6
1VhD0FPDYqFhqRJVguVAJe,0.8270800659508585,0.6363636363636364,0.0,0.045223904441666636,0.0032061855670103096,0.21508664627930682,3
0t2j4TWXOB9aPfquUgC1hu,0.9386737443197811,0.5454545454545454,0.0,0.00014440234674718036,0.05412371134020619,0.6523955147808359,8
32To9xdbuIG2QWqpRlcBHZ,0.9447058350424256,0.18181818181818182,1.0,0.019796709475744703,0.06226804123711341,0.07145769622833842,0
2ekvSQupVG7X88fjjdYScf,0.5908231793139501,0.6363636363636364,1.0,0.02120374793235699,0.054639175257731966,0.07268093781855249,9
5nUlevjEAdIKeMBKxpSEHm,0.8582458680178549,1.0,0.0,0.013264030927187689,0.20618556701030932,0.1875637104994903,3
1wHDTJulNyumFWqSBVFXvl,0.7225238267583544,0.5454545454545454,0.0,0.00607808452377497,0.7000000000000002,0.27522935779816515,1
40DjjsuODwdlRZ4XFfhcwH,0.8180319298668918,0.36363636363636365,0.0,0.07416869554911928,0.08731958762886599,0.3843017329255861,5
3Kz1LSFeZXFhE60Enrp133,0.8491977319338881,0.8181818181818182,0.0,0.014369561143097339,0.00015670103092783508,0.07329255861365953,3
65tzGxRAwbrZd2yhHcGgLf,0.7335826597498692,0.5454545454545454,0.0,0.010952467748467514,2.391752577319588e-05,0.24464831804281342,3
52ZTpjnpobRs2I8i3Tax1p,0.7657538102706397,0.5454545454545454,0.0,0.2010031621380263,0.1195876288659794,0.48929663608562685,3
329PAO2XpurUBEWszXKG5K,0.4832508947601238,0.09090909090909091,0.0,0.34974722755132454,0.6690721649484537,0.1743119266055046,1
4RDgkhNm5TJKW2Qe24OOYW,0.6320424659186874,0.0,1.0,0.12160599208633331,0.15463917525773196,0.06615698267074413,0
4WQtQMbcS53c7k50ddOr9A,0.7215184783045803,0.9090909090909092,0.0,0.20301321707604386,0.609278350515464,0.3618756371049949,1
3vF2wvLHg3QK1MwqeiUOUb,0.7577110226404471,0.36363636363636365,0.0,0.02029922321024909,0.01484536082474227,0.14576962283384298,5
4R3BIyY00WxYVZOmgrFp1Y,0.8079784453291511,0.09090909090909091,1.0,0.0021986784934011103,0.2927835051546392,0.5086646279306829,0
2L5RY6eVB5PYmNsrnchGW1,0.8743314432782402,0.6363636363636364,0.0,0.16683222819172805,0.0039587628865979385,0.13047910295616716,3
6hcC7pHXDSS5ybqWb7YN2z,0.7939035669763139,0.2727272727272727,1.0,0.13869145905948244,0.002649484536082474,0.5779816513761467,10
4Zr9cXuM4U7K8xUEiey8ib,0.8391442473961473,0.09090909090909091,0.0,0.13768643159047367,1.4123711340206186e-05,0.5728848114169215,5
4WWdzgApSRfHVfKve4DqBx,0.6491333896328467,0.7272727272727273,1.0,0.1075356075202105,0.5742268041237114,0.3312945973496432,9
3U8zXNz1x6QRo8N6KYv9ZR,0.848192383480114,0.36363636363636365,0.0,0.03718368468959646,0.03226804123711341,0.3781855249745158,5
56MET7XMqoUAsoC07pkkSB,0.7868661277998954,0.6363636363636364,1.0,0.1296462118384035,0.002391752577319588,0.28440366972477066,9
2XCc7Y5BhnBK29r9mhFXZG,0.8733260948244661,1.0,0.0,0.010449954013963128,0.8123711340206187,0.18144750254841996,1
2N1teUVGfP3vWKKGq0ZxvH,0.5546306349780834,0.9090909090909092,0.0,0.14371659640452628,0.9896907216494846,0.4536187563710499,1
14tDY4UrwhZbhRktMhZ2v5,0.8894116700848513,0.9090909090909092,0.0,0.014570566636899094,8.907216494845362e-05,0.0400611620795107,3
595mcofiqQr4E0Ihpr5ZMA,0.9024811999839143,0.7272727272727273,0.0,0.002932348545777514,0.05402061855670104,0.047910295616717634,3
0agQ9vIV7NP4dntGKLcCXO,0.627015723649817,0.0,1.0,0.01607810784041225,0.18556701030927836,0.5973496432212028,10
6iDQi093BFCGouVa3uXpOu,0.8622672618329512,0.4545454545454546,0.0,0.01818866552533067,0.01814432989690722,0.1855249745158002,3
75HBVc7kJLjC2LlPc4ScfH,0.5928338762214983,0.6363636363636364,0.0,0.3738678868075351,0.3814432989690722,0.18960244648318042,3
5xan7XL4YNpsAOL7LhXUPb,0.6350585112800096,0.18181818181818182,0.0,0.5407024466629913,0.12783505154639177,0.22120285423037714,6
0gFU6WpY95i8uuoPlGNIsP,0.4872722885752201,0.36363636363636365,0.0,0.8301503577375174,0.058144329896907224,0.10601427115188582,6
0zuRqJfzMeqjwzJ56OhalZ,0.9286202597820404,0.9090909090909092,0.0,0.02622888527740085,0.5649484536082475,0.16309887869520898,3
736VDbKKgjzvPOoKjjti4R,0.7335826597498692,0.8181818181818182,0.0,0.2703500574996316,0.08175257731958763,0.18960244648318042,3
5CGwVoSCM3jHWpZi4u6Jgc,0.665218964893232,0.4545454545454546,1.0,0.4010036284707719,0.00032577319587628867,0.1437308868501529,0
6SpS3512xzHKapz4plRuZW,0.6521494349941689,0.09090909090909091,0.0,0.3939684361877105,0.000165979381443299,0.1478083588175331,5
4V56iUl6DCA3EQWZIqKapp,0.9085132907065588,0.5454545454545454,0.0,0.008218793032763655,0.10618556701030929,0.5208970438328236,3
2TLICM4QNi7BRg7Wa0kzdN,0.7355933566574173,0.8181818181818182,0.0,0.019796709475744703,0.2783505154639176,0.33231396534148827,3
4LOZluaGCD0yueMvqDfZn8,0.589817830860176,0.4545454545454546,0.0,0.10039991249024822,0.5061855670103094,0.43628950050968396,1
49frwp277WHBgpwBHeyOSO,0.8059677484216029,0.8181818181818182,0.0,0.18391769516487716,0.06278350515463918,0.19266055045871558,3
4vL0opblJinx8hFKTjoIFV,0.9256042144207182,0.4545454545454546,0.0,0.0286409512030219,0.08484536082474227,0.4587155963302752,5
2VYtAJuuOr6RyOOggzSTIB,0.8240640205895362,0.5454545454545454,0.0,0.28743552447278065,0.00022164948453608249,0.6493374108053007,8
7k0kq03bs3micRAVvYgzg8,0.8441709896650178,0.6363636363636364,1.0,0.03115351987554383,0.7412371134020619,0.28644240570846075,9
3JvijFDDd3fUj4DZxcGw0l,0.8964491092612699,0.9090909090909092,0.0,0.04783697586108945,0.04216494845360825,0.1019367991845056,3
7iIzan4uOlOeXZ8iE3b91F,0.7928982185225398,0.6363636363636364,0.0,0.31256121119799996,0.00028762886597938147,0.43221202854230373,3
3yLU2Rd0k3AKYdCWECAyeo,0.8823742309084328,0.4545454545454546,0.0,0.008289144955594269,0.820618556701031,0.2130479102956167,1
39K1B9yIdTCgwm25z4GYId,0.8733260948244661,0.4545454545454546,0.0,0.008761507866028391,0.5556701030927836,0.5341488277268094,1
2lRvisx71Qh4dI3nhHN7gf,0.6802991916998431,0.18181818181818182,1.0,0.008379597427805058,0.2649484536082475,0.4933741080530071,0
12VCcXBvOlraAB1G7DAWH6,0.782844733984799,0.2727272727272727,0.0,0.06763601700056225,0.0001731958762886598,0.24464831804281342,5
3zZwwTNa27TDKUSNj2uuMc,0.7104596453130654,0.6363636363636364,0.0,0.01215850071127804,0.018659793814432994,0.9887869520897042,8
59kl6e4q6sCJlxCgLZdJGo,0.7094542968592913,0.7272727272727273,0.0,0.0017263155829669874,0.09927835051546392,0.7043832823649336,8
1rbgE4EPQlpYa9Crg7Y9th,0.8672940041018216,0.6363636363636364,0.0,0.2723601124376491,0.034845360824742266,0.23547400611620795,3
47CYEfRZNEHq9UXALEP7Z4,0.628021072103591,0.8181818181818182,1.0,0.023213802870374528,0.005979381443298969,0.5198776758409785,9
3OWoUTFewCAnGIkFHdL6KK,0.4571118349619978,1.0,0.0,0.33969695286123686,0.07144329896907217,0.21916411824668702,3
0JLiYHwL8CXEysiurWmdow,0.7748019463546064,1.0,0.0,0.004098180409827689,0.8020618556701032,0.34454638124362896,1
5xEM5hIgJ1jjgcEBfpkt2F,0.7748019463546064,0.4545454545454546,1.0,0.057485239563573653,7.97938144329897e-06,0.4352701325178389,9
5lDriBxJd22IhOH9zTcFrV,0.9537539711263923,0.9090909090909092,1.0,0.0003454078405489347,5.54639175257732e-06,0.46687054026503566,9
6GG73Jik4jUlQCkKg9JuGO,0.848192383480114,0.18181818181818182,1.0,0.03728418743649734,0.0,0.9204892966360856,10
4VgEM12OeaN3GyBV487Me7,0.8894116700848513,0.7272727272727273,1.0,0.00014138726434015405,0.0,0.72986748216106,2
6ihL9TjfRjadfEePzXXyVF,0.6893473277838097,0.36363636363636365,1.0,0.015977605093511375,0.0,0.5626911314984709,10
5oQcOu1omDykbIPSdSQQNJ,0.8863956247235291,0.36363636363636365,1.0,0.00024088498377202247,0.0,0.9204892966360856,10
27L8sESb3KR79asDUBu8nW,0.7486628865564804,1.0,0.0,0.0020780751971200577,1.8350515463917527e-05,0.944954128440367,8
1JdKrFyoU05abww0Zv0ayQ,0.8300961113121806,0.7272727272727273,1.0,9.244242659942684e-05,0.0,0.6442405708460754,2
6SpLc7EXZIPpy0sVko0aoU,0.9054972453452366,0.09090909090909091,1.0,0.00273134305197576,9.54639175257732e-06,0.745158002038736,10
663Karu2rvKLdnY0eo1n3M,0.8823742309084328,0.6363636363636364,1.0,0.0019373713514588295,0.0,0.33435270132517836,9
56Tl3UgyZTqfZtvFNS31wm,0.9396790927735551,0.09090909090909091,0.0,0.001666013934826461,0.0,0.5147808358817533,5
54JKnDB3CzVu8wNAOM27BI,0.7174970844894839,0.36363636363636365,0.0,0.19195791491694736,0.0,0.1712538226299694,5
00Mb3DuaIH1kjrwOku9CGU,0.8994651546225921,0.0,1.0,6.590970141759525e-05,0.0,0.4933741080530071,0
1jlG3KJ3gdYmhfuySFfpO1,0.40282301845819757,0.8181818181818182,1.0,0.08039986585697366,0.0,0.21202854230377163,9
6sqNctd7MlJoKDOxPVCAvU,0.935657698958459,0.18181818181818182,1.0,0.0013645056941238296,0.0,0.7543323139653414,10
0BRHnOFm6sjxN1i9LJrUDu,0.9386737443197811,0.09090909090909091,1.0,0.006691151279870321,0.0,0.910295616717635,10
1j8z4TTjJ1YOdoFEDwJTQa,0.8924277154461736,0.8181818181818182,1.0,0.15477189856362278,4.54639175257732e-05,0.6860346585117227,2
1yjY7rpaAQvKwpdUliHx0d,0.9225881690593959,0.4545454545454546,1.0,0.009846937532557864,0.0,0.7798165137614679,10
4uVjbl6daCwjhDur7qLddu,0.9165560783367515,0.7272727272727273,1.0,0.0014348576169544436,0.0,0.5739041794087665,9
1B8MHa0NveCF1ViBEOZWO5,0.7496682350102545,0.09090909090909091,1.0,0.0004911368235552068,2.288659793814433e-06,0.6167176350662589,10
4bPQs0PHn4xbipzdPfn6du,0.8290907628584065,0.8181818181818182,0.0,0.0811033850852798,0.0,0.620795107033639,8
2m1hi0nfMR9vdGC8UcrnwU,0.8964491092612699,0.0,1.0,0.010349451267062252,0.0,0.6982670744138634,10
7lWF2mVr1KKbVnaT2nSlPo,0.4390155627940644,0.0,1.0,0.19095288744793856,0.0,0.3893985728848114,0
3ZffCQKLFLUvYM59XKLbVm,0.8130051875980213,0.6363636363636364,1.0,0.02311330012347365,0.0,0.14882772680937817,9
77loZpT5Y5PRP1S451P9Yz,0.6692403587083283,0.36363636363636365,1.0,0.012962522686485059,0.0,0.06952089704383281,0
0COqiPhxzoWICwFCS4eZcp,0.9426951381348774,0.36363636363636365,0.0,0.007243916387825146,2.123711340206186e-06,0.30173292558613657,5
1FMHNVeJ9s1x1l1WlaRs2I,0.6340531628262355,0.0,1.0,0.0022891309656119,0.0,0.31906218144750254,0
3PYdxIDuBIuJSDGwfptFx4,0.33647002050910846,0.8181818181818182,1.0,0.7587934074378947,1.6082474226804127e-05,0.07176350662589194,11
2z4U9d5OAA4YLNXoCgioxo,0.9256042144207182,0.5454545454545454,0.0,0.004741397989993303,0.01309278350515464,0.8939857288481141,8
1oTo3ijRbaDAtrjJrGAPSw,0.7798286886234769,1.0,1.0,0.0010328466293509347,5.494845360824743e-06,0.5953109072375127,2
5GorCbAP4aL0EJ16frG2hd,0.6802991916998431,0.7272727272727273,1.0,0.00554541996520032,3.0309278350515465e-05,0.4831804281345565,9
2l57cfmCnOkwNX1tky02n1,0.9155507298829774,0.2727272727272727,1.0,0.0001464124016851979,0.0,0.6585117227319062,10
6nTiIhLmQ3FWhvrGafw2zj,0.9879358185547109,0.09090909090909091,1.0,2.4201061453731228e-05,8.103092783505155e-05,0.783893985728848,10
1yKu2MhpwzDXXH2tzG6xoa,0.822053323681988,0.4545454545454546,1.0,0.09366622844788945,0.0,0.7553516819571865,10
7JIuqL4ZqkpfGKQhYlrirs,0.5606627257007277,0.36363636363636365,1.0,0.14472162387353504,0.0,0.2130479102956167,0
2gTdDMpNxIRFSiu7HutMCg,0.742630795833836,0.6363636363636364,1.0,0.02582687428979734,0.0,0.2823649337410805,9
33iv3wnGMrrDugd7GBso1z,0.9457111834961996,0.36363636363636365,1.0,0.0012941537712932152,0.0,0.7553516819571865,10
23oxJmDc1V9uLUSmN2LIvx,0.9034865484376884,0.5454545454545454,0.0,3.214077845890053e-05,2.9175257731958765e-05,0.8012232415902141,8
7dN52YlyGl6c9tmxdv6zMp,0.9044918968914625,0.18181818181818182,1.0,0.0002881212748154347,0.00011340206185567012,0.2405708460754332,0
2g2a5kDeZexbUTD8abcvm6,0.9296256082358145,0.09090909090909091,1.0,0.0004298301479456716,0.0,0.620795107033639,10
3u7EIgAlwNQtxkM4bOA7uI,0.8109944906904732,0.8181818181818182,1.0,0.0008418914102392681,0.0,0.6615698267074414,2
1hIupFeRu3nmMcjbjxPnMc,0.8331121566735029,0.09090909090909091,1.0,0.0010730477281112856,0.00010515463917525774,0.43017329255861364,0
3ZsexY07D4t4HRq7ogeSAS,0.8954437608074958,0.18181818181818182,1.0,0.007284117486585496,0.0,0.5800203873598369,10
4wzjNqjKAKDU82e8uMhzmr,0.9316363051433626,0.6363636363636364,0.0,0.0006660116031627331,0.0,0.47298674821610603,3
1FMm3wG5WOhi7js35KR7Ea,0.9175614267905255,0.8181818181818182,0.0,0.004681096341852777,0.0,0.5739041794087665,3
0Ti2dlF2xLjXblvdU5fCxM,0.872320746370692,0.7272727272727273,1.0,0.0002187743794538295,0.0007515463917525775,0.6992864424057085,2
