,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
261,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,audio_features,5ghIJDpPoe3CfHMGu71E6T,spotify:track:5ghIJDpPoe3CfHMGu71E6T,https://api.spotify.com/v1/tracks/5ghIJDpPoe3CfHMGu71E6T,https://api.spotify.com/v1/audio-analysis/5ghIJDpPoe3CfHMGu71E6T,301920,4
262,0.631,0.932,5,-4.142,1,0.0354,0.0429,0.137,0.0918,0.971,122.431,audio_features,7HKez549fwJQDzx3zLjHKC,spotify:track:7HKez549fwJQDzx3zLjHKC,https://api.spotify.com/v1/tracks/7HKez549fwJQDzx3zLjHKC,https://api.spotify.com/v1/audio-analysis/7HKez549fwJQDzx3zLjHKC,213067,4
264,0.488,0.862,0,-7.595,1,0.0476,0.0204,0.0,0.359,0.706,104.56,audio_features,1FkoVC85Ds3mFoK0fVqEqP,spotify:track:1FkoVC85Ds3mFoK0fVqEqP,https://api.spotify.com/v1/tracks/1FkoVC85Ds3mFoK0fVqEqP,https://api.spotify.com/v1/audio-analysis/1FkoVC85Ds3mFoK0fVqEqP,257827,4
265,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,audio_features,7N3PAbqfTjSEU1edb2tY8j,spotify:track:7N3PAbqfTjSEU1edb2tY8j,https://api.spotify.com/v1/tracks/7N3PAbqfTjSEU1edb2tY8j,https://api.spotify.com/v1/audio-analysis/7N3PAbqfTjSEU1edb2tY8j,241600,4
267,0.543,0.836,4,-9.11,0,0.0353,0.000647,0.431,0.153,0.56,105.173,audio_features,2MuWTIM3b0YEAskbeeFE1i,spotify:track:2MuWTIM3b0YEAskbeeFE1i,https://api.spotify.com/v1/tracks/2MuWTIM3b0YEAskbeeFE1i,https://api.spotify.com/v1/audio-analysis/2MuWTIM3b0YEAskbeeFE1i,515387,4
268,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,audio_features,2PzU4IB8Dr6mxV3lHuaG34,spotify:track:2PzU4IB8Dr6mxV3lHuaG34,https://api.spotify.com/v1/tracks/2PzU4IB8Dr6mxV3lHuaG34,https://api.spotify.com/v1/audio-analysis/2PzU4IB8Dr6mxV3lHuaG34,222813,4
269,0.623,0.449,5,-13.333,1,0.0253,0.212,0.0,0.0613,0.573,84.383,audio_features,5tVA6TkbaAH9QMITTQRrNv,spotify:track:5tVA6TkbaAH9QMITTQRrNv,https://api.spotify.com/v1/tracks/5tVA6TkbaAH9QMITTQRrNv,https://api.spotify.com/v1/audio-analysis/5tVA6TkbaAH9QMITTQRrNv,256000,4
270,0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,audio_features,78lgmZwycJ3nzsdgmPPGNx,spotify:track:78lgmZwycJ3nzsdgmPPGNx,https://api.spotify.com/v1/tracks/78lgmZwycJ3nzsdgmPPGNx,https://api.spotify.com/v1/audio-analysis/78lgmZwycJ3nzsdgmPPGNx,146250,4
271,0.529,0.843,6,-6.908,0,0.0616,0.0628,0.000827,0.0608,0.188,117.662,audio_features,3MrRksHupTVEQ7YbA0FsZK,spotify:track:3MrRksHupTVEQ7YbA0FsZK,https://api.spotify.com/v1/tracks/3MrRksHupTVEQ7YbA0FsZK,https://api.spotify.com/v1/audio-analysis/3MrRksHupTVEQ7YbA0FsZK,310333,4
273,0.621,0.901,2,-5.396,1,0.0302,0.17,0.0,0.0875,0.744,113.967,audio_features,1Cwsd5xI8CajJz795oy4XF,spotify:track:1Cwsd5xI8CajJz795oy4XF,https://api.spotify.com/v1/tracks/1Cwsd5xI8CajJz795oy4XF,https://api.spotify.com/v1/audio-analysis/1Cwsd5xI8CajJz795oy4XF,300773,4
274,0.425,0.852,11,-5.605,1,0.0461,0.0174,0.311,0.0935,0.499,101.97,audio_features,2avKuMN2QXkaG9vvHa2JLt,spotify:track:2avKuMN2QXkaG9vvHa2JLt,https://api.spotify.com/v1/tracks/2avKuMN2QXkaG9vvHa2JLt,https://api.spotify.com/v1/audio-analysis/2avKuMN2QXkaG9vvHa2JLt,321040,4
275,0.653,0.964,9,-4.26,0,0.0578,0.00316,0.0051,0.144,0.872,126.928,audio_features,5z6xHjCZr7a7AIcy8sPBKy,spotify:track:5z6xHjCZr7a7AIcy8sPBKy,https://api.spotify.com/v1/tracks/5z6xHjCZr7a7AIcy8sPBKy,https://api.spotify.com/v1/audio-analysis/5z6xHjCZr7a7AIcy8sPBKy,209267,4
276,0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,103.502,audio_features,4BggEwLhGfrbrl7JBhC8EC,spotify:track:4BggEwLhGfrbrl7JBhC8EC,https://api.spotify.com/v1/tracks/4BggEwLhGfrbrl7JBhC8EC,https://api.spotify.com/v1/audio-analysis/4BggEwLhGfrbrl7JBhC8EC,216733,4
277,0.56,0.824,2,-6.711,0,0.0348,0.000785,0.00246,0.0892,0.74,142.667,audio_features,4qO03RMQm88DdpTJcxlglY,spotify:track:4qO03RMQm88DdpTJcxlglY,https://api.spotify.com/v1/tracks/4qO03RMQm88DdpTJcxlglY,https://api.spotify.com/v1/audio-analysis/4qO03RMQm88DdpTJcxlglY,212600,4
278,0.64,0.864,7,-6.576,1,0.0314,0.00832,0.0,0.123,0.701,102.026,audio_features,42et6fnHCw1HIPSrdPprMl,spotify:track:42et6fnHCw1HIPSrdPprMl,https://api.spotify.com/v1/tracks/42et6fnHCw1HIPSrdPprMl,https://api.spotify.com/v1/audio-analysis/42et6fnHCw1HIPSrdPprMl,268360,4
279,0.437,0.94,9,-6.946,1,0.0426,0.0524,0.000573,0.222,0.48,151.417,audio_features,4NnWuGQujzWUEg0uZokO5M,spotify:track:4NnWuGQujzWUEg0uZokO5M,https://api.spotify.com/v1/tracks/4NnWuGQujzWUEg0uZokO5M,https://api.spotify.com/v1/audio-analysis/4NnWuGQujzWUEg0uZokO5M,212013,4
280,0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367,audio_features,0tZ3mElWcr74OOhKEiNz1x,spotify:track:0tZ3mElWcr74OOhKEiNz1x,https://api.spotify.com/v1/tracks/0tZ3mElWcr74OOhKEiNz1x,https://api.spotify.com/v1/audio-analysis/0tZ3mElWcr74OOhKEiNz1x,229467,4
282,0.366,0.94,1,-5.119,0,0.0696,0.000769,9.42e-05,0.188,0.369,130.198,audio_features,5FZxsHWIvUsmSK1IAvm2pp,spotify:track:5FZxsHWIvUsmSK1IAvm2pp,https://api.spotify.com/v1/tracks/5FZxsHWIvUsmSK1IAvm2pp,https://api.spotify.com/v1/audio-analysis/5FZxsHWIvUsmSK1IAvm2pp,255627,4
283,0.606,0.957,2,-3.404,1,0.0814,0.00117,0.000295,0.14,0.603,105.105,audio_features,305WCRhhS10XUcH6AEwZk6,spotify:track:305WCRhhS10XUcH6AEwZk6,https://api.spotify.com/v1/tracks/305WCRhhS10XUcH6AEwZk6,https://api.spotify.com/v1/audio-analysis/305WCRhhS10XUcH6AEwZk6,213800,4
284,0.654,0.929,1,-5.906,1,0.0998,0.0474,0.0,0.0538,0.902,144.769,audio_features,6KTv0Z8BmVqM7DPxbGzpVC,spotify:track:6KTv0Z8BmVqM7DPxbGzpVC,https://api.spotify.com/v1/tracks/6KTv0Z8BmVqM7DPxbGzpVC,https://api.spotify.com/v1/audio-analysis/6KTv0Z8BmVqM7DPxbGzpVC,168840,4
285,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,audio_features,0hCB0YR03f6AmQaHbwWDe8,spotify:track:0hCB0YR03f6AmQaHbwWDe8,https://api.spotify.com/v1/tracks/0hCB0YR03f6AmQaHbwWDe8,https://api.spotify.com/v1/audio-analysis/0hCB0YR03f6AmQaHbwWDe8,333893,4
286,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,audio_features,2aoo2jlRnM3A0NyLQqMN2f,spotify:track:2aoo2jlRnM3A0NyLQqMN2f,https://api.spotify.com/v1/tracks/2aoo2jlRnM3A0NyLQqMN2f,https://api.spotify.com/v1/audio-analysis/2aoo2jlRnM3A0NyLQqMN2f,240800,4
287,0.267,0.953,1,-4.899,0,0.096,0.00211,0.0,0.283,0.568,84.989,audio_features,0PdM2a6oIjqepoEfcJo0RO,spotify:track:0PdM2a6oIjqepoEfcJo0RO,https://api.spotify.com/v1/tracks/0PdM2a6oIjqepoEfcJo0RO,https://api.spotify.com/v1/audio-analysis/0PdM2a6oIjqepoEfcJo0RO,267307,4
288,0.535,0.948,6,-4.19,0,0.0356,0.00225,0.0,0.376,0.778,103.183,audio_features,3DQVgcqaP3iSMbaKsd57l5,spotify:track:3DQVgcqaP3iSMbaKsd57l5,https://api.spotify.com/v1/tracks/3DQVgcqaP3iSMbaKsd57l5,https://api.spotify.com/v1/audio-analysis/3DQVgcqaP3iSMbaKsd57l5,173680,4
289,0.744,0.502,5,-7.719,1,0.0359,0.183,0.000228,0.189,0.66,112.344,audio_features,1nQRg9q9uwALGzouOX5OyQ,spotify:track:1nQRg9q9uwALGzouOX5OyQ,https://api.spotify.com/v1/tracks/1nQRg9q9uwALGzouOX5OyQ,https://api.spotify.com/v1/audio-analysis/1nQRg9q9uwALGzouOX5OyQ,348227,4
290,0.431,0.95,7,-4.918,1,0.26,0.00105,3.63e-05,0.272,0.562,191.941,audio_features,0jqK7sGTLsHPkQrrcrGuKD,spotify:track:0jqK7sGTLsHPkQrrcrGuKD,https://api.spotify.com/v1/tracks/0jqK7sGTLsHPkQrrcrGuKD,https://api.spotify.com/v1/audio-analysis/0jqK7sGTLsHPkQrrcrGuKD,158733,4
291,0.666,0.936,7,-9.919,1,0.0476,0.00244,0.086,0.153,0.776,91.577,audio_features,0uppYCG86ajpV2hSR3dJJ0,spotify:track:0uppYCG86ajpV2hSR3dJJ0,https://api.spotify.com/v1/tracks/0uppYCG86ajpV2hSR3dJJ0,https://api.spotify.com/v1/audio-analysis/0uppYCG86ajpV2hSR3dJJ0,282907,4
292,0.797,0.872,9,-6.727,0,0.0575,0.291,0.0,0.284,0.866,129.885,audio_features,56KqaFSGTb7ifpt16t5Y1N,spotify:track:56KqaFSGTb7ifpt16t5Y1N,https://api.spotify.com/v1/tracks/56KqaFSGTb7ifpt16t5Y1N,https://api.spotify.com/v1/audio-analysis/56KqaFSGTb7ifpt16t5Y1N,222427,4
293,0.536,0.928,11,-6.492,0,0.0589,0.0154,0.00134,0.2,0.389,136.258,audio_features,0gzqZ9d1jIKo9psEIthwXe,spotify:track:0gzqZ9d1jIKo9psEIthwXe,https://api.spotify.com/v1/tracks/0gzqZ9d1jIKo9psEIthwXe,https://api.spotify.com/v1/audio-analysis/0gzqZ9d1jIKo9psEIthwXe,248400,4
294,0.619,0.67,11,-10.322,0,0.0353,0.00165,0.0109,0.331,0.777,129.269,audio_features,45Ia1U4KtIjAPPU7Wv1Sea,spotify:track:45Ia1U4KtIjAPPU7Wv1Sea,https://api.spotify.com/v1/tracks/45Ia1U4KtIjAPPU7Wv1Sea,https://api.spotify.com/v1/audio-analysis/45Ia1U4KtIjAPPU7Wv1Sea,211933,4
295,0.622,0.715,6,-4.04,0,0.0323,0.000982,0.0,0.0796,0.607,131.012,audio_features,2KReCz1L5XkGIBhDncQ5VZ,spotify:track:2KReCz1L5XkGIBhDncQ5VZ,https://api.spotify.com/v1/tracks/2KReCz1L5XkGIBhDncQ5VZ,https://api.spotify.com/v1/audio-analysis/2KReCz1L5XkGIBhDncQ5VZ,164682,4
296,0.356,0.872,2,-7.837,1,0.068,0.00417,0.00975,0.0997,0.607,166.3,audio_features,5G1sTBGbZT5o4PNRc75RKI,spotify:track:5G1sTBGbZT5o4PNRc75RKI,https://api.spotify.com/v1/tracks/5G1sTBGbZT5o4PNRc75RKI,https://api.spotify.com/v1/audio-analysis/5G1sTBGbZT5o4PNRc75RKI,193653,4
297,0.932,0.528,5,-6.472,0,0.161,0.115,0.329,0.163,0.757,109.975,audio_features,57JVGBtBLCfHw2muk5416J,spotify:track:57JVGBtBLCfHw2muk5416J,https://api.spotify.com/v1/tracks/57JVGBtBLCfHw2muk5416J,https://api.spotify.com/v1/audio-analysis/57JVGBtBLCfHw2muk5416J,214653,4
298,0.324,0.938,6,-7.332,0,0.102,0.032,0.0321,0.0961,0.543,168.131,audio_features,0Puj4YlTm6xNzDDADXHMI9,spotify:track:0Puj4YlTm6xNzDDADXHMI9,https://api.spotify.com/v1/tracks/0Puj4YlTm6xNzDDADXHMI9,https://api.spotify.com/v1/audio-analysis/0Puj4YlTm6xNzDDADXHMI9,178440,4
299,0.831,0.735,0,-6.254,0,0.0384,0.00397,0.0205,0.123,0.97,122.979,audio_features,5EYdTPdJD74r9EVZBztqGG,spotify:track:5EYdTPdJD74r9EVZBztqGG,https://api.spotify.com/v1/tracks/5EYdTPdJD74r9EVZBztqGG,https://api.spotify.com/v1/audio-analysis/5EYdTPdJD74r9EVZBztqGG,260507,4
300,0.438,0.71,2,-12.412,1,0.0919,0.262,0.537,0.221,0.53,145.928,audio_features,63OFKbMaZSDZ4wtesuuq6f,spotify:track:63OFKbMaZSDZ4wtesuuq6f,https://api.spotify.com/v1/tracks/63OFKbMaZSDZ4wtesuuq6f,https://api.spotify.com/v1/audio-analysis/63OFKbMaZSDZ4wtesuuq6f,210373,4
301,0.577,0.604,5,-5.703,1,0.0495,0.000218,0.000579,0.477,0.637,167.719,audio_features,6tsojOQ5wHaIjKqIryLZK6,spotify:track:6tsojOQ5wHaIjKqIryLZK6,https://api.spotify.com/v1/tracks/6tsojOQ5wHaIjKqIryLZK6,https://api.spotify.com/v1/audio-analysis/6tsojOQ5wHaIjKqIryLZK6,263440,4
302,0.598,0.676,0,-9.211,1,0.0279,0.13,0.225,0.112,0.805,114.169,audio_features,5MMnwYs0hIxkENRsbkWJ2G,spotify:track:5MMnwYs0hIxkENRsbkWJ2G,https://api.spotify.com/v1/tracks/5MMnwYs0hIxkENRsbkWJ2G,https://api.spotify.com/v1/audio-analysis/5MMnwYs0hIxkENRsbkWJ2G,340742,4
303,0.453,0.892,4,-2.259,1,0.0781,0.0518,2.59e-05,0.214,0.628,128.148,audio_features,756CJtQRFSxEx9jV4P9hpA,spotify:track:756CJtQRFSxEx9jV4P9hpA,https://api.spotify.com/v1/tracks/756CJtQRFSxEx9jV4P9hpA,https://api.spotify.com/v1/audio-analysis/756CJtQRFSxEx9jV4P9hpA,216453,4
304,0.544,0.905,7,-10.732,1,0.0646,0.00165,1.97e-06,0.0532,0.825,103.594,audio_features,0cuq829zRNq4AEdmDJA4aw,spotify:track:0cuq829zRNq4AEdmDJA4aw,https://api.spotify.com/v1/tracks/0cuq829zRNq4AEdmDJA4aw,https://api.spotify.com/v1/audio-analysis/0cuq829zRNq4AEdmDJA4aw,256947,4
305,0.435,0.887,9,-4.07,1,0.0637,0.000747,0.0,0.0327,0.408,199.939,audio_features,1oagRT7LfpVlNJN6FSZDGp,spotify:track:1oagRT7LfpVlNJN6FSZDGp,https://api.spotify.com/v1/tracks/1oagRT7LfpVlNJN6FSZDGp,https://api.spotify.com/v1/audio-analysis/1oagRT7LfpVlNJN6FSZDGp,212040,4
306,0.654,0.611,2,-10.45,1,0.119,0.0337,0.000178,0.405,0.786,85.387,audio_features,5PntSbMHC1ud6Vvl8x56qd,spotify:track:5PntSbMHC1ud6Vvl8x56qd,https://api.spotify.com/v1/tracks/5PntSbMHC1ud6Vvl8x56qd,https://api.spotify.com/v1/audio-analysis/5PntSbMHC1ud6Vvl8x56qd,235000,4
307,0.577,0.937,10,-4.898,0,0.0504,0.00013,0.0138,0.0828,0.889,150.232,audio_features,4juzduULFJiZVIcrC1tkxE,spotify:track:4juzduULFJiZVIcrC1tkxE,https://api.spotify.com/v1/tracks/4juzduULFJiZVIcrC1tkxE,https://api.spotify.com/v1/audio-analysis/4juzduULFJiZVIcrC1tkxE,201360,4
308,0.728,0.878,11,-6.926,0,0.0564,0.176,0.856,0.61,0.911,126.59,audio_features,0LoQuiekvzqx7n8flgEKzF,spotify:track:0LoQuiekvzqx7n8flgEKzF,https://api.spotify.com/v1/tracks/0LoQuiekvzqx7n8flgEKzF,https://api.spotify.com/v1/audio-analysis/0LoQuiekvzqx7n8flgEKzF,262613,4
309,0.37,0.96,3,-4.162,0,0.0378,0.000241,0.0116,0.0563,0.717,89.428,audio_features,5kr3j5Clb9rjEposoMyLVt,spotify:track:5kr3j5Clb9rjEposoMyLVt,https://api.spotify.com/v1/tracks/5kr3j5Clb9rjEposoMyLVt,https://api.spotify.com/v1/audio-analysis/5kr3j5Clb9rjEposoMyLVt,224133,4
310,0.582,0.962,4,-3.037,1,0.0542,0.0096,0.128,0.283,0.506,123.971,audio_features,7aOor99o8NNLZYElOXlBG1,spotify:track:7aOor99o8NNLZYElOXlBG1,https://api.spotify.com/v1/tracks/7aOor99o8NNLZYElOXlBG1,https://api.spotify.com/v1/audio-analysis/7aOor99o8NNLZYElOXlBG1,180640,4
311,0.712,0.691,8,-8.157,1,0.128,0.122,0.0,0.0538,0.742,97.022,audio_features,5qxChyzKLEyoPJ5qGrdurN,spotify:track:5qxChyzKLEyoPJ5qGrdurN,https://api.spotify.com/v1/tracks/5qxChyzKLEyoPJ5qGrdurN,https://api.spotify.com/v1/audio-analysis/5qxChyzKLEyoPJ5qGrdurN,246933,4
312,0.706,0.821,9,-2.974,1,0.0617,0.00164,0.0,0.0981,0.918,139.914,audio_features,4GvPlSOKfN7aXEuGW8zKUx,spotify:track:4GvPlSOKfN7aXEuGW8zKUx,https://api.spotify.com/v1/tracks/4GvPlSOKfN7aXEuGW8zKUx,https://api.spotify.com/v1/audio-analysis/4GvPlSOKfN7aXEuGW8zKUx,168280,4
313,0.502,0.924,4,-6.299,1,0.0503,0.0127,0.0,0.162,0.922,149.186,audio_features,1hlveB9M6ijHZRbzZ2teyh,spotify:track:1hlveB9M6ijHZRbzZ2teyh,https://api.spotify.com/v1/tracks/1hlveB9M6ijHZRbzZ2teyh,https://api.spotify.com/v1/audio-analysis/1hlveB9M6ijHZRbzZ2teyh,219667,4
314,0.526,0.762,0,-12.437,0,0.0342,0.000972,0.000116,0.338,0.505,136.203,audio_features,263aNAQCeFSWipk896byo6,spotify:track:263aNAQCeFSWipk896byo6,https://api.spotify.com/v1/tracks/263aNAQCeFSWipk896byo6,https://api.spotify.com/v1/audio-analysis/263aNAQCeFSWipk896byo6,214400,4
315,0.454,0.946,1,-5.978,0,0.13,0.0223,0.0,0.173,0.647,138.18,audio_features,0upLyFR8Rr52ZpMp5esQoq,spotify:track:0upLyFR8Rr52ZpMp5esQoq,https://api.spotify.com/v1/tracks/0upLyFR8Rr52ZpMp5esQoq,https://api.spotify.com/v1/audio-analysis/0upLyFR8Rr52ZpMp5esQoq,156147,4
316,0.471,0.956,9,-6.371,1,0.0402,0.000596,0.615,0.624,0.715,169.798,audio_features,5yAu4njFSdM47dfsTkQPZ2,spotify:track:5yAu4njFSdM47dfsTkQPZ2,https://api.spotify.com/v1/tracks/5yAu4njFSdM47dfsTkQPZ2,https://api.spotify.com/v1/audio-analysis/5yAu4njFSdM47dfsTkQPZ2,261813,4
317,0.624,0.899,0,-5.709,1,0.0296,0.0221,0.000137,0.0975,0.79,104.061,audio_features,3SUusuA9jH1v6PVwtYMbdv,spotify:track:3SUusuA9jH1v6PVwtYMbdv,https://api.spotify.com/v1/tracks/3SUusuA9jH1v6PVwtYMbdv,https://api.spotify.com/v1/audio-analysis/3SUusuA9jH1v6PVwtYMbdv,193373,4
318,0.547,0.931,2,-2.356,1,0.0615,0.000998,0.0118,0.278,0.697,118.4,audio_features,4feXJ5IC3avXsVW9WNFSag,spotify:track:4feXJ5IC3avXsVW9WNFSag,https://api.spotify.com/v1/tracks/4feXJ5IC3avXsVW9WNFSag,https://api.spotify.com/v1/audio-analysis/4feXJ5IC3avXsVW9WNFSag,261507,4
319,0.599,0.79,4,-3.58,1,0.043,0.00257,0.00181,0.312,0.961,103.783,audio_features,05NYcsjJwOYq4jIiKPVj9p,spotify:track:05NYcsjJwOYq4jIiKPVj9p,https://api.spotify.com/v1/tracks/05NYcsjJwOYq4jIiKPVj9p,https://api.spotify.com/v1/audio-analysis/05NYcsjJwOYq4jIiKPVj9p,188067,4
320,0.576,0.974,1,-2.785,1,0.0829,0.0199,0.0,0.348,0.53,129.088,audio_features,2V8KvnD5LVeeDChMWEkSzC,spotify:track:2V8KvnD5LVeeDChMWEkSzC,https://api.spotify.com/v1/tracks/2V8KvnD5LVeeDChMWEkSzC,https://api.spotify.com/v1/audio-analysis/2V8KvnD5LVeeDChMWEkSzC,224867,4
321,0.503,0.858,8,-6.296,1,0.0657,0.00757,0.00234,0.0803,0.419,133.615,audio_features,5NLuC70kZQv8q34QyQa1DP,spotify:track:5NLuC70kZQv8q34QyQa1DP,https://api.spotify.com/v1/tracks/5NLuC70kZQv8q34QyQa1DP,https://api.spotify.com/v1/audio-analysis/5NLuC70kZQv8q34QyQa1DP,208653,5
322,0.401,0.953,4,-4.276,1,0.0752,1.83e-05,2.56e-05,0.149,0.555,174.217,audio_features,44wXefe8WB9Fd6xwtmAwbR,spotify:track:44wXefe8WB9Fd6xwtmAwbR,https://api.spotify.com/v1/tracks/44wXefe8WB9Fd6xwtmAwbR,https://api.spotify.com/v1/audio-analysis/44wXefe8WB9Fd6xwtmAwbR,231480,4
323,0.58,0.981,8,-2.603,0,0.06,0.0171,1.07e-05,0.386,0.861,134.007,audio_features,5XMjXjwCkJVmk0AHm7z8IV,spotify:track:5XMjXjwCkJVmk0AHm7z8IV,https://api.spotify.com/v1/tracks/5XMjXjwCkJVmk0AHm7z8IV,https://api.spotify.com/v1/audio-analysis/5XMjXjwCkJVmk0AHm7z8IV,195667,4
325,0.787,0.472,2,-12.824,1,0.0832,0.221,0.000336,0.153,0.824,120.059,audio_features,1gcESexgftSuLuML57Y69q,spotify:track:1gcESexgftSuLuML57Y69q,https://api.spotify.com/v1/tracks/1gcESexgftSuLuML57Y69q,https://api.spotify.com/v1/audio-analysis/1gcESexgftSuLuML57Y69q,330643,4
326,0.639,0.715,6,-8.954,0,0.0392,0.0243,0.000552,0.619,0.813,128.072,audio_features,04caEZhAsQKnWqKsMwk9ud,spotify:track:04caEZhAsQKnWqKsMwk9ud,https://api.spotify.com/v1/tracks/04caEZhAsQKnWqKsMwk9ud,https://api.spotify.com/v1/audio-analysis/04caEZhAsQKnWqKsMwk9ud,238853,4
327,0.457,0.902,7,-5.624,1,0.0313,2.17e-05,0.196,0.258,0.834,92.711,audio_features,1jMaB19DiVR8OihLSuYFOt,spotify:track:1jMaB19DiVR8OihLSuYFOt,https://api.spotify.com/v1/tracks/1jMaB19DiVR8OihLSuYFOt,https://api.spotify.com/v1/audio-analysis/1jMaB19DiVR8OihLSuYFOt,246920,4
328,0.654,0.726,10,-3.803,0,0.0401,0.0311,6.35e-05,0.0618,0.728,103.987,audio_features,2kWowW0k4oFymhkr7LmvzO,spotify:track:2kWowW0k4oFymhkr7LmvzO,https://api.spotify.com/v1/tracks/2kWowW0k4oFymhkr7LmvzO,https://api.spotify.com/v1/audio-analysis/2kWowW0k4oFymhkr7LmvzO,211960,4
329,0.611,0.882,9,-11.225,1,0.0538,0.0847,1.08e-06,0.192,0.605,117.932,audio_features,2HXixVqzzm9rEUIMAWzshl,spotify:track:2HXixVqzzm9rEUIMAWzshl,https://api.spotify.com/v1/tracks/2HXixVqzzm9rEUIMAWzshl,https://api.spotify.com/v1/audio-analysis/2HXixVqzzm9rEUIMAWzshl,246800,4
330,0.507,0.588,0,-4.881,1,0.0641,0.0359,0.000129,0.373,0.637,170.889,audio_features,6NvRxjfYkkT2SpirAlmsjH,spotify:track:6NvRxjfYkkT2SpirAlmsjH,https://api.spotify.com/v1/tracks/6NvRxjfYkkT2SpirAlmsjH,https://api.spotify.com/v1/audio-analysis/6NvRxjfYkkT2SpirAlmsjH,278707,4
331,0.476,0.979,4,-3.506,0,0.132,0.0014,0.00729,0.0944,0.416,140.404,audio_features,5arVt2Wg0zbiWwAOZef2Nl,spotify:track:5arVt2Wg0zbiWwAOZef2Nl,https://api.spotify.com/v1/tracks/5arVt2Wg0zbiWwAOZef2Nl,https://api.spotify.com/v1/audio-analysis/5arVt2Wg0zbiWwAOZef2Nl,202053,4
332,0.408,0.965,2,-4.232,1,0.05,6.94e-06,0.000402,0.11,0.349,136.018,audio_features,2UKARCqDrhkYDoVR4FN5Wi,spotify:track:2UKARCqDrhkYDoVR4FN5Wi,https://api.spotify.com/v1/tracks/2UKARCqDrhkYDoVR4FN5Wi,https://api.spotify.com/v1/audio-analysis/2UKARCqDrhkYDoVR4FN5Wi,218000,4
333,0.578,0.883,7,-6.354,1,0.0439,0.000123,0.459,0.284,0.627,125.603,audio_features,2mPMFJvQ0v27gVqe5b6nDn,spotify:track:2mPMFJvQ0v27gVqe5b6nDn,https://api.spotify.com/v1/tracks/2mPMFJvQ0v27gVqe5b6nDn,https://api.spotify.com/v1/audio-analysis/2mPMFJvQ0v27gVqe5b6nDn,186533,4
334,0.835,0.648,1,-8.15,1,0.0488,0.0202,0.225,0.308,0.674,99.701,audio_features,3uPfVXcjnpOjyzI3jb3js4,spotify:track:3uPfVXcjnpOjyzI3jb3js4,https://api.spotify.com/v1/tracks/3uPfVXcjnpOjyzI3jb3js4,https://api.spotify.com/v1/audio-analysis/3uPfVXcjnpOjyzI3jb3js4,244640,4
340,0.494,0.413,11,-10.432,1,0.0254,0.682,6.72e-05,0.193,0.273,94.938,audio_features,2262bWmqomIaJXwCRHr13j,spotify:track:2262bWmqomIaJXwCRHr13j,https://api.spotify.com/v1/tracks/2262bWmqomIaJXwCRHr13j,https://api.spotify.com/v1/audio-analysis/2262bWmqomIaJXwCRHr13j,211979,4
341,0.674,0.907,3,-4.086,1,0.064,0.101,0.0,0.297,0.721,112.964,audio_features,5G2f63n7IPVPPjfNIGih7Q,spotify:track:5G2f63n7IPVPPjfNIGih7Q,https://api.spotify.com/v1/tracks/5G2f63n7IPVPPjfNIGih7Q,https://api.spotify.com/v1/audio-analysis/5G2f63n7IPVPPjfNIGih7Q,157280,4
344,0.487,0.711,8,-4.22,1,0.0322,0.000175,0.0,0.152,0.317,146.921,audio_features,45DB3yqxYGAnKN3YmLWbAX,spotify:track:45DB3yqxYGAnKN3YmLWbAX,https://api.spotify.com/v1/tracks/45DB3yqxYGAnKN3YmLWbAX,https://api.spotify.com/v1/audio-analysis/45DB3yqxYGAnKN3YmLWbAX,151647,4
345,0.699,0.776,0,-5.282,1,0.0293,0.131,5.36e-06,0.205,0.708,103.963,audio_features,2HRqTpkrJO5ggZyyK6NPWz,spotify:track:2HRqTpkrJO5ggZyyK6NPWz,https://api.spotify.com/v1/tracks/2HRqTpkrJO5ggZyyK6NPWz,https://api.spotify.com/v1/audio-analysis/2HRqTpkrJO5ggZyyK6NPWz,175459,4
348,0.466,0.872,7,-3.344,1,0.0336,0.0156,0.0,0.121,0.806,184.115,audio_features,1EDPVGbyPKJPeGqATwXZvN,spotify:track:1EDPVGbyPKJPeGqATwXZvN,https://api.spotify.com/v1/tracks/1EDPVGbyPKJPeGqATwXZvN,https://api.spotify.com/v1/audio-analysis/1EDPVGbyPKJPeGqATwXZvN,190428,4
350,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,audio_features,3xkHsmpQCBMytMJNiDf3Ii,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,https://api.spotify.com/v1/tracks/3xkHsmpQCBMytMJNiDf3Ii,https://api.spotify.com/v1/audio-analysis/3xkHsmpQCBMytMJNiDf3Ii,180304,3
