,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0.67,0.91,0,-4.07,0,0.0634,0.0939,0.0,0.304,0.786,112.966,audio_features,1d7Ptw3qYcfpdLNL5REhtJ,spotify:track:1d7Ptw3qYcfpdLNL5REhtJ,https://api.spotify.com/v1/tracks/1d7Ptw3qYcfpdLNL5REhtJ,https://api.spotify.com/v1/audio-analysis/1d7Ptw3qYcfpdLNL5REhtJ,157280,4
1,0.521,0.592,6,-7.777,0,0.0304,0.308,0.0,0.122,0.535,157.969,audio_features,2plbrEY59IikOBgBGLjaoe,spotify:track:2plbrEY59IikOBgBGLjaoe,https://api.spotify.com/v1/tracks/2plbrEY59IikOBgBGLjaoe,https://api.spotify.com/v1/audio-analysis/2plbrEY59IikOBgBGLjaoe,251668,3
2,0.554,0.808,1,-4.169,1,0.0368,0.214,0.0,0.159,0.372,108.548,audio_features,7ne4VBA60CxGM75vw0EYad,spotify:track:7ne4VBA60CxGM75vw0EYad,https://api.spotify.com/v1/tracks/7ne4VBA60CxGM75vw0EYad,https://api.spotify.com/v1/audio-analysis/7ne4VBA60CxGM75vw0EYad,166300,4
3,0.777,0.783,0,-4.477,0,0.26,0.0283,0.0,0.355,0.939,149.027,audio_features,5vNRhkKd0yEAg8suGBpjeY,spotify:track:5vNRhkKd0yEAg8suGBpjeY,https://api.spotify.com/v1/tracks/5vNRhkKd0yEAg8suGBpjeY,https://api.spotify.com/v1/audio-analysis/5vNRhkKd0yEAg8suGBpjeY,169917,4
4,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,audio_features,6dOtVTDdiauQNBQEDOtlAB,spotify:track:6dOtVTDdiauQNBQEDOtlAB,https://api.spotify.com/v1/tracks/6dOtVTDdiauQNBQEDOtlAB,https://api.spotify.com/v1/audio-analysis/6dOtVTDdiauQNBQEDOtlAB,210373,4
5,0.7,0.582,11,-5.96,0,0.0356,0.0502,0.0,0.0881,0.785,116.712,audio_features,0WbMK4wrZ1wFSty9F7FCgu,spotify:track:0WbMK4wrZ1wFSty9F7FCgu,https://api.spotify.com/v1/tracks/0WbMK4wrZ1wFSty9F7FCgu,https://api.spotify.com/v1/audio-analysis/0WbMK4wrZ1wFSty9F7FCgu,218424,4
6,0.669,0.561,10,-6.538,1,0.0411,0.495,0.00962,0.0954,0.841,150.069,audio_features,6MzofobZt2dm0Kf1hTThFz,spotify:track:6MzofobZt2dm0Kf1hTThFz,https://api.spotify.com/v1/tracks/6MzofobZt2dm0Kf1hTThFz,https://api.spotify.com/v1/audio-analysis/6MzofobZt2dm0Kf1hTThFz,169698,4
7,0.769,0.722,11,-5.485,0,0.0507,0.0584,2.56e-06,0.111,0.57,119.973,audio_features,1Es7AUAhQvapIcoh3qMKDL,spotify:track:1Es7AUAhQvapIcoh3qMKDL,https://api.spotify.com/v1/tracks/1Es7AUAhQvapIcoh3qMKDL,https://api.spotify.com/v1/audio-analysis/1Es7AUAhQvapIcoh3qMKDL,256000,4
8,0.669,0.586,9,-6.073,1,0.054,0.274,0.0,0.104,0.579,107.071,audio_features,5N3hjp1WNayUPZrA8kJmJP,spotify:track:5N3hjp1WNayUPZrA8kJmJP,https://api.spotify.com/v1/tracks/5N3hjp1WNayUPZrA8kJmJP,https://api.spotify.com/v1/audio-analysis/5N3hjp1WNayUPZrA8kJmJP,186365,4
9,0.776,0.667,7,-6.622,1,0.0983,0.0146,0.3,0.0761,0.618,130.019,audio_features,3WOhcATHxK2SLNeP5W3v1v,spotify:track:3WOhcATHxK2SLNeP5W3v1v,https://api.spotify.com/v1/tracks/3WOhcATHxK2SLNeP5W3v1v,https://api.spotify.com/v1/audio-analysis/3WOhcATHxK2SLNeP5W3v1v,145219,4
10,0.492,0.416,11,-10.439,1,0.0254,0.686,8.61e-05,0.203,0.297,94.926,audio_features,0UYnhUfnUj5adChuAXvLUB,spotify:track:0UYnhUfnUj5adChuAXvLUB,https://api.spotify.com/v1/tracks/0UYnhUfnUj5adChuAXvLUB,https://api.spotify.com/v1/audio-analysis/0UYnhUfnUj5adChuAXvLUB,211979,4
11,0.467,0.247,6,-12.002,0,0.0431,0.612,0.000271,0.17,0.126,148.101,audio_features,3QaPy1KgI7nu9FJEQUgn6h,spotify:track:3QaPy1KgI7nu9FJEQUgn6h,https://api.spotify.com/v1/tracks/3QaPy1KgI7nu9FJEQUgn6h,https://api.spotify.com/v1/audio-analysis/3QaPy1KgI7nu9FJEQUgn6h,261467,4
12,0.722,0.709,9,-4.95,1,0.0273,0.0633,0.0,0.0804,0.604,81.012,audio_features,2FQrifJ1N335Ljm3TjTVVf,spotify:track:2FQrifJ1N335Ljm3TjTVVf,https://api.spotify.com/v1/tracks/2FQrifJ1N335Ljm3TjTVVf,https://api.spotify.com/v1/audio-analysis/2FQrifJ1N335Ljm3TjTVVf,171292,4
13,0.742,0.757,6,-4.981,1,0.0421,0.0187,0.0,0.305,0.957,139.982,audio_features,4xdBrk0nFZaP54vvZj0yx7,spotify:track:4xdBrk0nFZaP54vvZj0yx7,https://api.spotify.com/v1/tracks/4xdBrk0nFZaP54vvZj0yx7,https://api.spotify.com/v1/audio-analysis/4xdBrk0nFZaP54vvZj0yx7,184841,4
14,0.562,0.917,11,-2.768,0,0.117,0.0513,0.0,0.488,0.501,100.987,audio_features,19KlZwqlT3fguP2BeHF1Q1,spotify:track:19KlZwqlT3fguP2BeHF1Q1,https://api.spotify.com/v1/tracks/19KlZwqlT3fguP2BeHF1Q1,https://api.spotify.com/v1/audio-analysis/19KlZwqlT3fguP2BeHF1Q1,229997,4
15,0.734,0.787,5,-3.951,0,0.116,0.126,0.0,0.312,0.672,109.939,audio_features,5G345YEhvleYxQLfYUlEFv,spotify:track:5G345YEhvleYxQLfYUlEFv,https://api.spotify.com/v1/tracks/5G345YEhvleYxQLfYUlEFv,https://api.spotify.com/v1/audio-analysis/5G345YEhvleYxQLfYUlEFv,155757,4
16,0.608,0.806,1,-3.443,1,0.0486,0.121,0.0,0.191,0.587,104.032,audio_features,1f18HzFpegqvH4ibGJyeMJ,spotify:track:1f18HzFpegqvH4ibGJyeMJ,https://api.spotify.com/v1/tracks/1f18HzFpegqvH4ibGJyeMJ,https://api.spotify.com/v1/audio-analysis/1f18HzFpegqvH4ibGJyeMJ,181821,4
17,0.619,0.843,5,-5.348,0,0.0284,0.00948,0.000118,0.164,0.746,122.064,audio_features,7hR22TOX3RorxJPcsz5Wbo,spotify:track:7hR22TOX3RorxJPcsz5Wbo,https://api.spotify.com/v1/tracks/7hR22TOX3RorxJPcsz5Wbo,https://api.spotify.com/v1/audio-analysis/7hR22TOX3RorxJPcsz5Wbo,204829,4
18,0.53,0.406,10,-7.507,1,0.033,0.656,0.0,0.133,0.338,115.94,audio_features,51rfRCiUSvxXlCSCfIztBy,spotify:track:51rfRCiUSvxXlCSCfIztBy,https://api.spotify.com/v1/tracks/51rfRCiUSvxXlCSCfIztBy,https://api.spotify.com/v1/audio-analysis/51rfRCiUSvxXlCSCfIztBy,157147,3
19,0.849,0.699,1,-5.106,0,0.0436,0.0982,0.000215,0.068,0.927,138.003,audio_features,7fzHQizxTqy8wTXwlrgPQQ,spotify:track:7fzHQizxTqy8wTXwlrgPQQ,https://api.spotify.com/v1/tracks/7fzHQizxTqy8wTXwlrgPQQ,https://api.spotify.com/v1/audio-analysis/7fzHQizxTqy8wTXwlrgPQQ,155152,4
20,0.373,0.818,3,-3.19,0,0.102,0.36,0.0,0.434,0.361,97.571,audio_features,0VaeksJaXy5R1nvcTMh3Xk,spotify:track:0VaeksJaXy5R1nvcTMh3Xk,https://api.spotify.com/v1/tracks/0VaeksJaXy5R1nvcTMh3Xk,https://api.spotify.com/v1/audio-analysis/0VaeksJaXy5R1nvcTMh3Xk,253834,4
21,0.727,0.782,8,-8.529,0,0.042,0.0563,0.336,0.225,0.655,119.992,audio_features,1BJJbSX6muJVF2AK7uH1x4,spotify:track:1BJJbSX6muJVF2AK7uH1x4,https://api.spotify.com/v1/tracks/1BJJbSX6muJVF2AK7uH1x4,https://api.spotify.com/v1/audio-analysis/1BJJbSX6muJVF2AK7uH1x4,177599,4
22,0.574,0.659,5,-7.377,0,0.0768,0.0412,0.0002,0.0921,0.506,127.347,audio_features,0xGQTpN4ESETtl1Sp6rzd2,spotify:track:0xGQTpN4ESETtl1Sp6rzd2,https://api.spotify.com/v1/tracks/0xGQTpN4ESETtl1Sp6rzd2,https://api.spotify.com/v1/audio-analysis/0xGQTpN4ESETtl1Sp6rzd2,301623,4
23,0.744,0.709,6,-5.778,0,0.284,0.0501,0.0,0.0847,0.712,194.055,audio_features,0qeIFEGRQqHoaJtLCl0U73,spotify:track:0qeIFEGRQqHoaJtLCl0U73,https://api.spotify.com/v1/tracks/0qeIFEGRQqHoaJtLCl0U73,https://api.spotify.com/v1/audio-analysis/0qeIFEGRQqHoaJtLCl0U73,130880,4
24,0.701,0.76,0,-5.478,1,0.0285,0.107,6.54e-05,0.185,0.69,103.969,audio_features,2qSkIjg1o9h3YT9RAgYN75,spotify:track:2qSkIjg1o9h3YT9RAgYN75,https://api.spotify.com/v1/tracks/2qSkIjg1o9h3YT9RAgYN75,https://api.spotify.com/v1/audio-analysis/2qSkIjg1o9h3YT9RAgYN75,175459,4
25,0.894,0.725,10,-4.984,0,0.0432,0.00434,1.15e-05,0.0815,0.838,116.988,audio_features,2CspwnypzT7rcWI9RfsoSb,spotify:track:2CspwnypzT7rcWI9RfsoSb,https://api.spotify.com/v1/tracks/2CspwnypzT7rcWI9RfsoSb,https://api.spotify.com/v1/audio-analysis/2CspwnypzT7rcWI9RfsoSb,136627,4
26,0.757,0.628,4,-6.715,0,0.101,0.189,0.0209,0.221,0.321,119.98,audio_features,2c7z5oRcPBbqRaBY2mLWcf,spotify:track:2c7z5oRcPBbqRaBY2mLWcf,https://api.spotify.com/v1/tracks/2c7z5oRcPBbqRaBY2mLWcf,https://api.spotify.com/v1/audio-analysis/2c7z5oRcPBbqRaBY2mLWcf,217333,4
27,0.638,0.855,7,-4.86,1,0.0264,0.00757,0.0,0.245,0.731,127.986,audio_features,7221xIgOnuakPdLqT0F3nP,spotify:track:7221xIgOnuakPdLqT0F3nP,https://api.spotify.com/v1/tracks/7221xIgOnuakPdLqT0F3nP,https://api.spotify.com/v1/audio-analysis/7221xIgOnuakPdLqT0F3nP,178206,4
28,0.741,0.62,10,-5.505,1,0.0412,0.0295,0.000809,0.0398,0.934,117.038,audio_features,4IadxL6BUymXlh8RCJJu7T,spotify:track:4IadxL6BUymXlh8RCJJu7T,https://api.spotify.com/v1/tracks/4IadxL6BUymXlh8RCJJu7T,https://api.spotify.com/v1/audio-analysis/4IadxL6BUymXlh8RCJJu7T,251424,4
29,0.635,0.601,1,-6.129,0,0.0295,0.246,0.0,0.11,0.332,123.994,audio_features,3Vr3zh0r7ALn8VLqCiRR10,spotify:track:3Vr3zh0r7ALn8VLqCiRR10,https://api.spotify.com/v1/tracks/3Vr3zh0r7ALn8VLqCiRR10,https://api.spotify.com/v1/audio-analysis/3Vr3zh0r7ALn8VLqCiRR10,172533,4
30,0.705,0.339,7,-10.612,1,0.0278,0.552,0.0814,0.12,0.457,97.989,audio_features,3siwsiaEoU4Kuuc9WKMUy5,spotify:track:3siwsiaEoU4Kuuc9WKMUy5,https://api.spotify.com/v1/tracks/3siwsiaEoU4Kuuc9WKMUy5,https://api.spotify.com/v1/audio-analysis/3siwsiaEoU4Kuuc9WKMUy5,236907,4
31,0.694,0.651,6,-6.968,1,0.0784,0.496,1.36e-05,0.0787,0.471,112.648,audio_features,1cOboCuWYI2osTOfolMRS6,spotify:track:1cOboCuWYI2osTOfolMRS6,https://api.spotify.com/v1/tracks/1cOboCuWYI2osTOfolMRS6,https://api.spotify.com/v1/audio-analysis/1cOboCuWYI2osTOfolMRS6,225881,3
32,0.75,0.671,0,-6.753,1,0.0532,0.468,3.75e-06,0.108,0.738,114.902,audio_features,4NJqhmkGN042BrvHoMKUrJ,spotify:track:4NJqhmkGN042BrvHoMKUrJ,https://api.spotify.com/v1/tracks/4NJqhmkGN042BrvHoMKUrJ,https://api.spotify.com/v1/audio-analysis/4NJqhmkGN042BrvHoMKUrJ,171783,4
33,0.739,0.904,5,-2.655,0,0.0442,0.549,1.03e-05,0.0948,0.788,167.033,audio_features,6aJn7Cst74cj4lNIiPRgav,spotify:track:6aJn7Cst74cj4lNIiPRgav,https://api.spotify.com/v1/tracks/6aJn7Cst74cj4lNIiPRgav,https://api.spotify.com/v1/audio-analysis/6aJn7Cst74cj4lNIiPRgav,129883,4
34,0.701,0.751,0,-8.39,1,0.0502,0.123,0.0,0.15,0.22,129.994,audio_features,4q5YezDOIPcoLr8R81x9qy,spotify:track:4q5YezDOIPcoLr8R81x9qy,https://api.spotify.com/v1/tracks/4q5YezDOIPcoLr8R81x9qy,https://api.spotify.com/v1/audio-analysis/4q5YezDOIPcoLr8R81x9qy,218005,4
35,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,audio_features,6tNQ70jh4OwmPGpYy6R2o9,spotify:track:6tNQ70jh4OwmPGpYy6R2o9,https://api.spotify.com/v1/tracks/6tNQ70jh4OwmPGpYy6R2o9,https://api.spotify.com/v1/audio-analysis/6tNQ70jh4OwmPGpYy6R2o9,180304,3
36,0.645,0.646,5,-8.334,1,0.0427,0.0615,3.04e-05,0.074,0.295,115.842,audio_features,46kspZSY3aKmwQe7O77fCC,spotify:track:46kspZSY3aKmwQe7O77fCC,https://api.spotify.com/v1/tracks/46kspZSY3aKmwQe7O77fCC,https://api.spotify.com/v1/audio-analysis/46kspZSY3aKmwQe7O77fCC,228639,4
37,0.646,0.668,2,-5.203,1,0.0282,0.491,0.0,0.212,0.64,90.969,audio_features,5uQ7de4EWjb3rkcFxyEOpu,spotify:track:5uQ7de4EWjb3rkcFxyEOpu,https://api.spotify.com/v1/tracks/5uQ7de4EWjb3rkcFxyEOpu,https://api.spotify.com/v1/audio-analysis/5uQ7de4EWjb3rkcFxyEOpu,148318,4
38,0.804,0.957,0,-5.452,1,0.034,0.125,0.0174,0.114,0.962,126.035,audio_features,19RybK6XDbAVpcdxSbZL1o,spotify:track:19RybK6XDbAVpcdxSbZL1o,https://api.spotify.com/v1/tracks/19RybK6XDbAVpcdxSbZL1o,https://api.spotify.com/v1/audio-analysis/19RybK6XDbAVpcdxSbZL1o,151740,4
39,0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,audio_features,17phhZDn6oGtzMe56NuWvj,spotify:track:17phhZDn6oGtzMe56NuWvj,https://api.spotify.com/v1/tracks/17phhZDn6oGtzMe56NuWvj,https://api.spotify.com/v1/audio-analysis/17phhZDn6oGtzMe56NuWvj,210689,3
40,0.848,0.712,1,-3.574,0,0.0981,0.221,0.0,0.106,0.692,91.98,audio_features,3mg9jYNC1NihbthlglzrWP,spotify:track:3mg9jYNC1NihbthlglzrWP,https://api.spotify.com/v1/tracks/3mg9jYNC1NihbthlglzrWP,https://api.spotify.com/v1/audio-analysis/3mg9jYNC1NihbthlglzrWP,298131,4
41,0.689,0.454,2,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159.982,audio_features,3qhlB30KknSejmIvZZLjOD,spotify:track:3qhlB30KknSejmIvZZLjOD,https://api.spotify.com/v1/tracks/3qhlB30KknSejmIvZZLjOD,https://api.spotify.com/v1/audio-analysis/3qhlB30KknSejmIvZZLjOD,159246,4
42,0.504,0.386,11,-10.976,1,0.0308,0.502,1.53e-05,0.0961,0.281,192.004,audio_features,2OzhQlSqBEmt7hmkYxfT6m,spotify:track:2OzhQlSqBEmt7hmkYxfT6m,https://api.spotify.com/v1/tracks/2OzhQlSqBEmt7hmkYxfT6m,https://api.spotify.com/v1/audio-analysis/2OzhQlSqBEmt7hmkYxfT6m,228965,4
43,0.56,0.681,6,-6.304,0,0.244,0.103,0.0,0.106,0.388,155.079,audio_features,0Sr7ssScx54yxdM2ols7nW,spotify:track:0Sr7ssScx54yxdM2ols7nW,https://api.spotify.com/v1/tracks/0Sr7ssScx54yxdM2ols7nW,https://api.spotify.com/v1/audio-analysis/0Sr7ssScx54yxdM2ols7nW,223320,4
44,0.924,0.668,11,-6.795,1,0.0469,0.446,0.000594,0.0678,0.787,128.027,audio_features,6WatFBLVB0x077xWeoVc2k,spotify:track:6WatFBLVB0x077xWeoVc2k,https://api.spotify.com/v1/tracks/6WatFBLVB0x077xWeoVc2k,https://api.spotify.com/v1/audio-analysis/6WatFBLVB0x077xWeoVc2k,195824,4
45,0.898,0.472,1,-7.001,1,0.0776,0.0107,0.0,0.141,0.214,101.061,audio_features,6AI3ezQ4o3HUoP6Dhudph3,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,https://api.spotify.com/v1/tracks/6AI3ezQ4o3HUoP6Dhudph3,https://api.spotify.com/v1/audio-analysis/6AI3ezQ4o3HUoP6Dhudph3,274192,4
46,0.466,0.872,7,-3.344,1,0.0336,0.0156,0.0,0.121,0.806,184.115,audio_features,2PnlsTsOTLE5jnBnNe2K0A,spotify:track:2PnlsTsOTLE5jnBnNe2K0A,https://api.spotify.com/v1/tracks/2PnlsTsOTLE5jnBnNe2K0A,https://api.spotify.com/v1/audio-analysis/2PnlsTsOTLE5jnBnNe2K0A,190428,4
47,0.882,0.645,1,-7.233,1,0.0601,0.475,4.13e-05,0.057,0.788,114.933,audio_features,0io16MKpbeDIdYzmGpQaES,spotify:track:0io16MKpbeDIdYzmGpQaES,https://api.spotify.com/v1/tracks/0io16MKpbeDIdYzmGpQaES,https://api.spotify.com/v1/audio-analysis/0io16MKpbeDIdYzmGpQaES,104419,4
48,0.599,0.946,11,-4.263,1,0.0447,0.000938,0.0106,0.0826,0.747,151.647,audio_features,2GxrNKugF82CnoRFbQfzPf,spotify:track:2GxrNKugF82CnoRFbQfzPf,https://api.spotify.com/v1/tracks/2GxrNKugF82CnoRFbQfzPf,https://api.spotify.com/v1/audio-analysis/2GxrNKugF82CnoRFbQfzPf,142515,4
49,0.66,0.756,0,-3.743,0,0.032,0.00289,0.0,0.193,0.838,116.034,audio_features,7tI8dRuH2Yc6RuoTjxo4dU,spotify:track:7tI8dRuH2Yc6RuoTjxo4dU,https://api.spotify.com/v1/tracks/7tI8dRuH2Yc6RuoTjxo4dU,https://api.spotify.com/v1/audio-analysis/7tI8dRuH2Yc6RuoTjxo4dU,170888,4
50,0.704,0.788,10,-7.325,0,0.0597,0.0384,0.000102,0.618,0.598,124.964,audio_features,5iP6VWh8goBkJcXBMQSejA,spotify:track:5iP6VWh8goBkJcXBMQSejA,https://api.spotify.com/v1/tracks/5iP6VWh8goBkJcXBMQSejA,https://api.spotify.com/v1/audio-analysis/5iP6VWh8goBkJcXBMQSejA,166520,4
51,0.644,0.695,5,-7.202,0,0.0383,0.255,0.828,0.142,0.198,126.004,audio_features,4madkqL1bB8rweDVBG8FvR,spotify:track:4madkqL1bB8rweDVBG8FvR,https://api.spotify.com/v1/tracks/4madkqL1bB8rweDVBG8FvR,https://api.spotify.com/v1/audio-analysis/4madkqL1bB8rweDVBG8FvR,196161,4
52,0.732,0.803,2,-4.848,0,0.0956,0.0337,0.000993,0.0754,0.354,124.034,audio_features,4PIdTFeeNnJ87nKOf1djuG,spotify:track:4PIdTFeeNnJ87nKOf1djuG,https://api.spotify.com/v1/tracks/4PIdTFeeNnJ87nKOf1djuG,https://api.spotify.com/v1/audio-analysis/4PIdTFeeNnJ87nKOf1djuG,150786,4
53,0.695,0.65,2,-8.495,0,0.0397,0.076,0.507,0.107,0.389,128.023,audio_features,5BFJZcPnKwT1fVBQ1ewPZS,spotify:track:5BFJZcPnKwT1fVBQ1ewPZS,https://api.spotify.com/v1/tracks/5BFJZcPnKwT1fVBQ1ewPZS,https://api.spotify.com/v1/audio-analysis/5BFJZcPnKwT1fVBQ1ewPZS,179062,4
54,0.739,0.639,3,-7.053,0,0.0362,0.175,0.648,0.0939,0.117,121.018,audio_features,43FNnp0KnanReB8KCTl97p,spotify:track:43FNnp0KnanReB8KCTl97p,https://api.spotify.com/v1/tracks/43FNnp0KnanReB8KCTl97p,https://api.spotify.com/v1/audio-analysis/43FNnp0KnanReB8KCTl97p,166705,4
55,0.735,0.888,1,-3.849,0,0.053,0.0166,0.00745,0.363,0.715,127.925,audio_features,11COdwDnYW7vFzYABuv407,spotify:track:11COdwDnYW7vFzYABuv407,https://api.spotify.com/v1/tracks/11COdwDnYW7vFzYABuv407,https://api.spotify.com/v1/audio-analysis/11COdwDnYW7vFzYABuv407,184219,4
56,0.636,0.781,11,-7.599,0,0.0377,0.0504,0.000237,0.456,0.302,127.982,audio_features,2CpJixMi6A00UWxzLiHh1Q,spotify:track:2CpJixMi6A00UWxzLiHh1Q,https://api.spotify.com/v1/tracks/2CpJixMi6A00UWxzLiHh1Q,https://api.spotify.com/v1/audio-analysis/2CpJixMi6A00UWxzLiHh1Q,234873,4
57,0.727,0.66,1,-9.043,1,0.043,0.38,0.215,0.135,0.539,129.935,audio_features,0WmXuaTTXkS5ePtRP24htZ,spotify:track:0WmXuaTTXkS5ePtRP24htZ,https://api.spotify.com/v1/tracks/0WmXuaTTXkS5ePtRP24htZ,https://api.spotify.com/v1/audio-analysis/0WmXuaTTXkS5ePtRP24htZ,137538,4
58,0.743,0.771,0,-6.619,0,0.271,0.0715,0.264,0.176,0.511,132.969,audio_features,3T7r7lcohSGa9XRe3OigY4,spotify:track:3T7r7lcohSGa9XRe3OigY4,https://api.spotify.com/v1/tracks/3T7r7lcohSGa9XRe3OigY4,https://api.spotify.com/v1/audio-analysis/3T7r7lcohSGa9XRe3OigY4,196692,4
59,0.567,0.922,11,-5.651,0,0.0325,0.0696,0.155,0.099,0.719,136.971,audio_features,6nJQmHVXFRhMLUccveZNdi,spotify:track:6nJQmHVXFRhMLUccveZNdi,https://api.spotify.com/v1/tracks/6nJQmHVXFRhMLUccveZNdi,https://api.spotify.com/v1/audio-analysis/6nJQmHVXFRhMLUccveZNdi,148905,4
60,0.671,0.753,4,-6.045,0,0.0298,0.019,1.29e-05,0.177,0.543,127.926,audio_features,3wo3d0I5H8KjkwGvnz8WbB,spotify:track:3wo3d0I5H8KjkwGvnz8WbB,https://api.spotify.com/v1/tracks/3wo3d0I5H8KjkwGvnz8WbB,https://api.spotify.com/v1/audio-analysis/3wo3d0I5H8KjkwGvnz8WbB,207168,4
61,0.645,0.88,0,-9.148,1,0.0412,0.483,0.489,0.105,0.0398,126.961,audio_features,0D3R3tViQUgPvuzcVX5Yku,spotify:track:0D3R3tViQUgPvuzcVX5Yku,https://api.spotify.com/v1/tracks/0D3R3tViQUgPvuzcVX5Yku,https://api.spotify.com/v1/audio-analysis/0D3R3tViQUgPvuzcVX5Yku,168661,4
62,0.677,0.764,6,-7.12,1,0.0392,0.00525,0.0272,0.0906,0.153,123.955,audio_features,4lXZKQGTUfEju6Ks8gJVwX,spotify:track:4lXZKQGTUfEju6Ks8gJVwX,https://api.spotify.com/v1/tracks/4lXZKQGTUfEju6Ks8gJVwX,https://api.spotify.com/v1/audio-analysis/4lXZKQGTUfEju6Ks8gJVwX,217278,4
63,0.63,0.914,8,-5.232,0,0.0351,0.00166,0.000748,0.377,0.238,123.996,audio_features,5B8yexFn22KcFZKuf7zFAc,spotify:track:5B8yexFn22KcFZKuf7zFAc,https://api.spotify.com/v1/tracks/5B8yexFn22KcFZKuf7zFAc,https://api.spotify.com/v1/audio-analysis/5B8yexFn22KcFZKuf7zFAc,162218,4
64,0.763,0.584,7,-10.178,1,0.0434,0.296,0.774,0.0579,0.471,125.035,audio_features,7mNXqJNUEPqiALzp1I9Yk1,spotify:track:7mNXqJNUEPqiALzp1I9Yk1,https://api.spotify.com/v1/tracks/7mNXqJNUEPqiALzp1I9Yk1,https://api.spotify.com/v1/audio-analysis/7mNXqJNUEPqiALzp1I9Yk1,174750,4
65,0.611,0.886,7,-6.444,0,0.0395,0.0291,0.00772,0.404,0.172,123.984,audio_features,64fXwFNr6wKQLAjFTYDvbe,spotify:track:64fXwFNr6wKQLAjFTYDvbe,https://api.spotify.com/v1/tracks/64fXwFNr6wKQLAjFTYDvbe,https://api.spotify.com/v1/audio-analysis/64fXwFNr6wKQLAjFTYDvbe,223609,3
66,0.567,0.791,5,-7.61,1,0.0496,0.172,0.00516,0.338,0.0921,127.982,audio_features,1qv8ljmszWgX9BERqsZB0y,spotify:track:1qv8ljmszWgX9BERqsZB0y,https://api.spotify.com/v1/tracks/1qv8ljmszWgX9BERqsZB0y,https://api.spotify.com/v1/audio-analysis/1qv8ljmszWgX9BERqsZB0y,184687,4
67,0.679,0.739,9,-8.431,1,0.105,0.267,0.748,0.116,0.281,128.043,audio_features,4ZYL4h2sQEWVBXoSuLcMEA,spotify:track:4ZYL4h2sQEWVBXoSuLcMEA,https://api.spotify.com/v1/tracks/4ZYL4h2sQEWVBXoSuLcMEA,https://api.spotify.com/v1/audio-analysis/4ZYL4h2sQEWVBXoSuLcMEA,204873,4
68,0.717,0.777,8,-7.82,0,0.0469,0.106,0.0767,0.105,0.141,125.969,audio_features,0rfsaQbCQQGu5mfytzH5z8,spotify:track:0rfsaQbCQQGu5mfytzH5z8,https://api.spotify.com/v1/tracks/0rfsaQbCQQGu5mfytzH5z8,https://api.spotify.com/v1/audio-analysis/0rfsaQbCQQGu5mfytzH5z8,194315,4
69,0.586,0.909,7,-5.842,0,0.0333,0.00177,0.0792,0.153,0.564,126.006,audio_features,14Qgz11mmNGbIQ57IZlAUF,spotify:track:14Qgz11mmNGbIQ57IZlAUF,https://api.spotify.com/v1/tracks/14Qgz11mmNGbIQ57IZlAUF,https://api.spotify.com/v1/audio-analysis/14Qgz11mmNGbIQ57IZlAUF,186386,4
70,0.656,0.858,7,-7.302,1,0.037,0.00458,0.137,0.138,0.0682,127.993,audio_features,5j2ONNLDz5PwdXqtDU8QI0,spotify:track:5j2ONNLDz5PwdXqtDU8QI0,https://api.spotify.com/v1/tracks/5j2ONNLDz5PwdXqtDU8QI0,https://api.spotify.com/v1/audio-analysis/5j2ONNLDz5PwdXqtDU8QI0,259658,4
71,0.88,0.729,11,-6.378,0,0.176,0.334,0.0113,0.185,0.246,127.028,audio_features,39glDGcpBhLVMSsQhvtqHR,spotify:track:39glDGcpBhLVMSsQhvtqHR,https://api.spotify.com/v1/tracks/39glDGcpBhLVMSsQhvtqHR,https://api.spotify.com/v1/audio-analysis/39glDGcpBhLVMSsQhvtqHR,198425,4
72,0.736,0.764,5,-7.873,0,0.0709,0.0458,0.00764,0.836,0.917,122.015,audio_features,6sF9xywJzoCAdDcHeqqAfE,spotify:track:6sF9xywJzoCAdDcHeqqAfE,https://api.spotify.com/v1/tracks/6sF9xywJzoCAdDcHeqqAfE,https://api.spotify.com/v1/audio-analysis/6sF9xywJzoCAdDcHeqqAfE,145635,4
73,0.733,0.81,5,-9.888,0,0.0432,0.0153,0.899,0.112,0.433,128.006,audio_features,2Oocj7yGn2oAKhh3Bg6RD2,spotify:track:2Oocj7yGn2oAKhh3Bg6RD2,https://api.spotify.com/v1/tracks/2Oocj7yGn2oAKhh3Bg6RD2,https://api.spotify.com/v1/audio-analysis/2Oocj7yGn2oAKhh3Bg6RD2,211875,4
74,0.678,0.925,7,-5.978,0,0.0597,0.0633,0.0158,0.069,0.449,129.997,audio_features,5DBmzEKUjSlErSYTkiS8PZ,spotify:track:5DBmzEKUjSlErSYTkiS8PZ,https://api.spotify.com/v1/tracks/5DBmzEKUjSlErSYTkiS8PZ,https://api.spotify.com/v1/audio-analysis/5DBmzEKUjSlErSYTkiS8PZ,174385,4
